"FID_","SiteID","Latitude","Longitude","IGBP2001Pr","RASTERVALU"
,272.000000,41.750000,-94.750000,12,12
,273.000000,41.750000,94.750000,16,16
,274.000000,34.750000,-112.250000,7,7
,275.000000,-4.750000,-50.750000,2,2
,276.000000,34.750000,112.250000,12,12
,277.000000,68.750000,108.750000,0,7
,278.000000,-68.750000,108.750000,15,15
,279.000000,-7.250000,-50.250000,9,9
,280.000000,68.750000,-108.750000,0,0
,281.000000,-76.250000,153.750000,15,15
,282.000000,59.250000,39.250000,0,5
,283.000000,-3.750000,105.250000,2,2
,284.000000,-26.250000,120.750000,7,7
,285.000000,42.750000,-84.250000,12,14
,286.000000,52.750000,-72.250000,7,9
,287.000000,-52.750000,-72.250000,0,0
,288.000000,-6.750000,-55.750000,2,2
,289.000000,52.750000,72.250000,10,10
,290.000000,42.750000,84.250000,10,10
,291.000000,-77.750000,-8.250000,15,15
,292.000000,-77.750000,8.250000,15,15
,293.000000,-24.750000,128.250000,7,7
,294.000000,7.250000,-6.250000,14,14
,295.000000,7.250000,6.250000,14,8
,296.000000,37.750000,-121.750000,10,10
,297.000000,62.750000,13.750000,0,1
,298.000000,-80.250000,-98.750000,15,15
,299.000000,-80.250000,98.750000,15,15
,300.000000,13.250000,-13.250000,9,9
,301.000000,13.250000,13.250000,10,14
,302.000000,-13.250000,13.250000,10,10
,303.000000,56.250000,85.750000,5,5
,304.000000,61.250000,-112.750000,0,1
,305.000000,61.250000,112.750000,0,3
,306.000000,-88.250000,-56.750000,15,15
,307.000000,-88.250000,56.750000,15,15
,308.000000,60.750000,79.750000,0,11
,309.000000,77.250000,-67.250000,0,10
,310.000000,-77.250000,67.250000,15,15
,311.000000,65.250000,-64.250000,0,10
,312.000000,65.250000,64.250000,0,8
,313.000000,-74.250000,59.250000,15,15
,314.000000,56.750000,-100.250000,1,8
,315.000000,56.750000,100.250000,0,5
,316.000000,-65.250000,-64.250000,0,0
,317.000000,74.250000,59.250000,0,0
,318.000000,13.250000,17.750000,10,10
,319.000000,-13.250000,17.750000,8,8
,320.000000,73.750000,-51.750000,0,15
,321.000000,-73.750000,51.750000,15,15
,322.000000,62.750000,29.250000,0,0
,323.000000,-86.750000,-32.750000,15,15
,324.000000,-86.750000,32.750000,15,15
,325.000000,-78.750000,-153.250000,15,15
,326.000000,-78.750000,153.250000,15,15
,327.000000,5.250000,-75.250000,2,2
,328.000000,-5.250000,-75.250000,2,2
,329.000000,-75.750000,-85.250000,15,15
,330.000000,-75.750000,85.250000,15,15
,331.000000,75.750000,-85.250000,0,0
,332.000000,45.750000,128.250000,4,4
,333.000000,-4.750000,104.750000,14,9
,334.000000,-19.750000,-47.750000,9,14
,335.000000,19.750000,47.750000,16,16
,336.000000,-19.750000,47.750000,9,8
,337.000000,-86.250000,-115.250000,15,15
,338.000000,9.750000,-68.750000,2,8
,339.000000,-9.750000,-68.750000,2,2
,340.000000,-86.250000,115.250000,15,15
,341.000000,48.250000,-72.750000,5,5
,342.000000,-48.250000,-72.750000,10,5
,343.000000,48.250000,72.750000,10,10
,344.000000,38.750000,-102.250000,10,10
,345.000000,38.750000,102.250000,16,16
,346.000000,76.250000,-122.250000,0,15
,347.000000,-76.250000,-122.250000,15,15
,348.000000,-76.250000,122.250000,15,15
,349.000000,1.250000,12.750000,2,2
,350.000000,-1.250000,12.750000,2,2
,351.000000,-74.250000,147.250000,15,15
,352.000000,7.750000,-67.250000,14,12
,353.000000,-7.750000,-67.250000,2,2
,354.000000,63.250000,52.250000,0,8
,355.000000,-4.250000,121.750000,2,2
,356.000000,60.750000,-159.750000,0,7
,357.000000,66.250000,-92.250000,0,10
,358.000000,66.250000,92.250000,0,7
,359.000000,82.750000,-33.250000,0,15
,360.000000,-82.750000,-33.250000,15,15
,361.000000,-82.750000,33.250000,15,15
,362.000000,60.750000,159.750000,0,0
,363.000000,49.250000,20.750000,14,5
,364.000000,23.750000,-14.250000,16,16
,365.000000,23.750000,14.250000,16,16
,366.000000,50.250000,1.750000,12,12
,367.000000,22.750000,108.750000,8,14
,368.000000,62.250000,-42.750000,0,15
,369.000000,62.250000,42.750000,0,5
,370.000000,-8.250000,157.250000,2,2
,371.000000,62.250000,-141.750000,0,8
,372.000000,62.250000,141.750000,0,10
,373.000000,29.250000,40.250000,16,16
,374.000000,40.250000,-2.250000,8,8
,375.000000,19.750000,95.750000,8,14
,376.000000,11.250000,30.750000,9,9
,377.000000,-11.250000,30.750000,8,8
,378.000000,51.750000,-96.250000,1,1
,379.000000,51.750000,96.250000,7,5
,380.000000,35.750000,8.750000,12,7
,381.000000,21.250000,110.250000,14,12
,382.000000,61.250000,70.750000,0,10
,383.000000,50.250000,-78.250000,1,11
,384.000000,50.250000,78.250000,10,10
,385.000000,50.750000,-101.750000,12,12
,386.000000,37.250000,37.250000,7,7
,387.000000,50.750000,101.750000,5,5
,388.000000,-31.750000,-56.750000,10,10
,389.000000,31.750000,56.750000,16,16
,390.000000,-77.250000,76.250000,15,15
,391.000000,55.750000,-161.750000,10,10
,392.000000,55.750000,161.750000,8,8
,393.000000,-12.250000,131.250000,8,11
,394.000000,-89.250000,-175.750000,15,15
,395.000000,-89.250000,175.750000,15,15
,396.000000,31.250000,-93.250000,8,8
,397.000000,31.250000,93.250000,10,10
,398.000000,-35.250000,174.250000,2,2
,399.000000,-88.750000,-37.750000,15,15
,400.000000,-88.750000,37.750000,15,15
,401.000000,70.750000,142.250000,0,7
,402.000000,-70.750000,142.250000,15,15
,403.000000,6.250000,-65.750000,2,2
,404.000000,-6.250000,-65.750000,2,2
,405.000000,29.250000,44.250000,16,16
,406.000000,53.250000,-94.250000,1,1
,407.000000,53.250000,94.250000,1,1
,408.000000,46.250000,-120.250000,10,7
,409.000000,-83.250000,-46.250000,15,15
,410.000000,-83.250000,46.250000,15,15
,411.000000,46.250000,120.250000,10,10
,412.000000,10.250000,123.750000,14,14
,413.000000,-10.250000,123.750000,14,9
,414.000000,83.250000,-46.250000,0,0
,415.000000,68.750000,-92.250000,0,7
,416.000000,68.750000,92.250000,0,7
,417.000000,-68.750000,92.250000,15,15
,418.000000,-76.750000,-98.250000,15,15
,419.000000,-76.750000,98.250000,15,15
,420.000000,38.250000,-84.250000,14,12
,421.000000,38.250000,84.250000,16,16
,422.000000,76.750000,-98.250000,0,0
,423.000000,33.750000,119.250000,12,12
,424.000000,-33.750000,119.250000,12,12
,425.000000,-29.250000,144.750000,7,7
,426.000000,73.250000,-35.250000,0,15
,427.000000,-73.250000,35.250000,15,15
,428.000000,-71.750000,15.250000,15,15
,429.000000,-21.750000,-58.750000,4,8
,430.000000,21.750000,58.750000,16,16
,431.000000,33.750000,42.250000,16,16
,432.000000,-72.250000,77.750000,15,15
,433.000000,72.250000,-77.750000,0,0
,434.000000,72.250000,77.750000,0,0
,435.000000,17.250000,-6.750000,16,16
,436.000000,17.250000,6.750000,16,16
,437.000000,44.250000,-76.250000,0,0
,438.000000,44.250000,76.250000,10,10
,439.000000,-89.250000,-29.750000,15,15
,440.000000,-89.250000,29.750000,15,15
,441.000000,45.250000,39.750000,12,12
,442.000000,-19.250000,-57.250000,9,11
,443.000000,19.250000,57.250000,16,16
,444.000000,34.750000,-84.750000,5,5
,445.000000,34.750000,84.750000,16,16
,446.000000,46.750000,-71.250000,14,14
,447.000000,-46.750000,-71.250000,7,7
,448.000000,46.750000,71.250000,10,10
,449.000000,52.750000,-112.250000,12,12
,450.000000,52.750000,112.250000,10,3
,451.000000,-81.250000,-147.250000,15,15
,452.000000,58.250000,-99.250000,0,7
,453.000000,58.250000,99.250000,0,5
,454.000000,-81.250000,147.250000,15,15
,455.000000,56.250000,83.250000,14,5
,456.000000,-85.250000,149.750000,15,15
,457.000000,35.250000,-91.250000,12,12
,458.000000,35.250000,91.250000,10,10
,459.000000,-85.250000,-149.750000,15,15
,460.000000,57.250000,-154.750000,0,0
,461.000000,7.250000,-5.250000,8,8
,462.000000,7.250000,5.250000,14,14
,463.000000,69.750000,-46.250000,0,15
,464.000000,-69.750000,46.250000,15,15
,465.000000,65.750000,65.750000,0,7
,466.000000,-74.750000,-126.750000,15,15
,467.000000,-74.750000,126.750000,15,15
,468.000000,-65.750000,-65.750000,0,0
,469.000000,65.750000,-65.750000,0,0
,470.000000,59.750000,25.750000,0,0
,471.000000,-26.750000,132.750000,7,7
,472.000000,-83.750000,-103.250000,15,15
,473.000000,-83.750000,103.250000,15,15
,474.000000,34.750000,-110.750000,10,7
,475.000000,34.750000,110.750000,10,12
,476.000000,39.750000,37.250000,10,10
,477.000000,49.250000,8.750000,14,12
,478.000000,-14.250000,-56.250000,2,9
,479.000000,-86.250000,-32.250000,15,15
,480.000000,-86.250000,32.250000,15,15
,481.000000,51.250000,102.750000,5,5
,482.000000,51.250000,-102.750000,12,12
,483.000000,-31.750000,-54.250000,10,10
,484.000000,31.750000,54.250000,16,16
,485.000000,46.750000,-113.250000,10,10
,486.000000,46.750000,113.250000,10,10
,487.000000,-86.250000,-166.250000,15,15
,488.000000,-86.250000,166.250000,15,15
,489.000000,54.750000,81.250000,14,14
,490.000000,78.750000,-69.250000,0,10
,491.000000,-78.750000,-69.250000,15,15
,492.000000,-78.750000,69.250000,15,15
,493.000000,-19.750000,124.750000,7,7
,494.000000,67.750000,-104.750000,0,7
,495.000000,67.750000,104.750000,0,7
,496.000000,-67.750000,104.750000,15,15
,497.000000,46.750000,18.750000,12,12
,498.000000,50.750000,-91.750000,1,5
,499.000000,50.750000,91.750000,10,10
,500.000000,-32.750000,-56.750000,10,10
,501.000000,32.750000,56.750000,16,16
,502.000000,1.250000,13.250000,2,2
,503.000000,-1.250000,13.250000,2,2
,504.000000,9.250000,-0.750000,9,9
,505.000000,9.250000,0.750000,9,9
,506.000000,40.750000,-103.250000,10,10
,507.000000,58.250000,-67.250000,0,7
,508.000000,58.250000,67.250000,0,14
,509.000000,40.750000,103.250000,16,16
,510.000000,-24.750000,148.750000,8,8
,511.000000,17.250000,-95.750000,2,2
,512.000000,17.250000,95.750000,14,14
,513.000000,73.250000,-123.750000,0,10
,514.000000,73.250000,123.750000,0,10
,515.000000,-73.250000,123.750000,15,15
,516.000000,55.250000,-120.250000,1,1
,517.000000,22.250000,33.750000,16,16
,518.000000,-22.250000,33.750000,9,9
,519.000000,55.250000,120.250000,3,3
,520.000000,46.250000,-102.750000,10,10
,521.000000,46.250000,102.750000,10,10
,522.000000,15.250000,100.750000,14,14
,523.000000,58.750000,136.250000,0,3
,524.000000,58.750000,-136.250000,0,0
,525.000000,9.250000,-63.250000,9,9
,526.000000,-9.250000,-63.250000,2,2
,527.000000,10.250000,35.250000,9,9
,528.000000,-10.250000,35.250000,8,8
,529.000000,62.750000,-131.750000,0,8
,530.000000,62.750000,131.750000,0,3
,531.000000,-30.250000,144.750000,7,7
,532.000000,39.250000,-122.750000,8,8
,533.000000,73.250000,103.750000,0,7
,534.000000,-73.250000,103.750000,15,15
,535.000000,39.250000,122.750000,0,0
,536.000000,-73.250000,-103.750000,0,0
,537.000000,69.750000,120.750000,0,7
,538.000000,-69.750000,120.750000,15,15
,539.000000,57.250000,-73.750000,0,7
,540.000000,47.250000,31.250000,12,12
,541.000000,57.250000,73.750000,0,14
,542.000000,69.750000,-120.750000,0,0
,543.000000,52.250000,130.250000,14,14
,544.000000,33.250000,-2.750000,16,16
,545.000000,33.250000,2.750000,16,16
,546.000000,24.750000,33.750000,16,16
,547.000000,-24.750000,33.750000,9,9
,548.000000,68.250000,-119.750000,0,10
,549.000000,68.250000,119.750000,0,8
,550.000000,-68.250000,119.750000,15,15
,551.000000,-7.750000,-56.250000,2,2
,552.000000,-71.250000,160.250000,15,15
,553.000000,-85.750000,-139.750000,15,15
,554.000000,-85.750000,139.750000,15,15
,555.000000,48.250000,16.750000,12,12
,556.000000,10.750000,-14.250000,8,8
,557.000000,10.750000,14.250000,14,14
,558.000000,-10.750000,14.250000,9,8
,559.000000,74.750000,-51.250000,0,15
,560.000000,-74.750000,51.250000,15,15
,561.000000,13.250000,98.250000,0,0
,562.000000,53.750000,33.250000,14,14
,563.000000,69.750000,117.750000,0,7
,564.000000,-69.750000,117.750000,15,15
,565.000000,48.750000,14.750000,14,5
,566.000000,-28.750000,-57.750000,9,10
,567.000000,28.750000,57.750000,16,16
,568.000000,32.250000,46.250000,7,7
,569.000000,9.750000,125.750000,0,0
,570.000000,-89.750000,-12.750000,15,15
,571.000000,-89.750000,12.750000,15,15
,572.000000,71.750000,-29.250000,0,0
,573.000000,-71.750000,29.250000,15,15
,574.000000,33.750000,-117.250000,7,7
,575.000000,33.750000,117.250000,12,12
,576.000000,-33.750000,117.250000,12,12
,577.000000,60.250000,-114.750000,0,0
,578.000000,60.250000,114.750000,0,3
,579.000000,-24.750000,140.750000,7,7
,580.000000,-27.250000,131.250000,7,7
,581.000000,-9.250000,-52.750000,2,2
,582.000000,25.750000,20.750000,16,16
,583.000000,-25.750000,20.750000,7,7
,584.000000,39.750000,-101.250000,10,10
,585.000000,39.750000,101.250000,16,16
,586.000000,-77.750000,-116.250000,15,15
,587.000000,-77.750000,116.250000,15,15
,588.000000,-74.250000,-85.250000,15,15
,589.000000,-74.250000,85.250000,15,15
,590.000000,40.250000,-82.250000,4,4
,591.000000,40.250000,82.250000,16,16
,592.000000,74.250000,85.250000,0,0
,593.000000,3.250000,34.250000,12,12
,594.000000,-3.250000,34.250000,9,9
,595.000000,-74.250000,-99.250000,15,15
,596.000000,74.250000,99.250000,0,7
,597.000000,-74.250000,99.250000,15,15
,598.000000,74.250000,-85.250000,0,0
,599.000000,59.750000,38.750000,0,5
,600.000000,80.250000,-94.250000,0,15
,601.000000,-80.250000,-94.250000,15,15
,602.000000,6.750000,21.250000,8,8
,603.000000,-6.750000,21.250000,2,8
,604.000000,80.250000,94.250000,0,15
,605.000000,-80.250000,94.250000,15,15
,606.000000,56.750000,10.750000,0,0
,607.000000,48.750000,49.250000,10,10
,608.000000,80.750000,-41.250000,0,15
,609.000000,-80.750000,41.250000,15,15
,610.000000,60.750000,-124.250000,0,7
,611.000000,60.750000,124.250000,0,3
,612.000000,-76.250000,-83.750000,15,15
,613.000000,-76.250000,83.750000,15,15
,614.000000,-83.250000,-138.250000,15,15
,615.000000,-83.250000,138.250000,15,15
,616.000000,76.250000,-83.750000,0,0
,617.000000,51.250000,-79.250000,7,11
,618.000000,51.250000,79.250000,10,10
,619.000000,-87.250000,-61.750000,15,15
,620.000000,-87.250000,61.750000,15,15
,621.000000,53.750000,-111.750000,12,12
,622.000000,52.250000,-71.750000,7,7
,623.000000,-52.250000,-71.750000,0,5
,624.000000,52.250000,71.750000,10,10
,625.000000,53.750000,111.750000,10,8
,626.000000,-6.750000,-38.250000,13,9
,627.000000,66.750000,88.250000,0,8
,628.000000,-84.250000,-27.250000,15,15
,629.000000,-84.250000,27.250000,15,15
,630.000000,-66.750000,88.250000,0,0
,631.000000,44.750000,43.750000,12,12
,632.000000,74.750000,58.250000,0,15
,633.000000,-74.750000,58.250000,15,15
,634.000000,6.750000,38.250000,12,14
,635.000000,-6.750000,38.250000,14,9
,636.000000,66.750000,-88.250000,0,10
,637.000000,-73.750000,146.750000,15,15
,638.000000,55.750000,-90.250000,7,11
,639.000000,55.750000,90.250000,14,14
,640.000000,-82.750000,-151.750000,15,15
,641.000000,-82.750000,151.750000,15,15
,642.000000,58.750000,151.750000,0,0
,643.000000,-16.250000,-45.750000,9,9
,644.000000,16.250000,45.750000,16,16
,645.000000,-16.250000,45.750000,9,9
,646.000000,21.750000,105.750000,12,12
,647.000000,66.250000,-95.250000,0,10
,648.000000,66.250000,95.250000,0,7
,649.000000,21.750000,-105.750000,0,0
,650.000000,-63.250000,-55.750000,0,15
,651.000000,62.750000,35.250000,0,5
,652.000000,63.250000,55.750000,0,1
,653.000000,50.750000,-73.750000,0,0
,654.000000,-50.750000,-73.750000,0,15
,655.000000,50.750000,73.750000,10,10
,656.000000,66.750000,167.750000,0,7
,657.000000,-83.750000,-159.750000,15,15
,658.000000,-83.750000,159.750000,15,15
,659.000000,30.250000,74.250000,12,12
,660.000000,39.250000,20.750000,12,12
,661.000000,72.750000,108.750000,0,7
,662.000000,-72.750000,108.750000,15,15
,663.000000,-72.750000,-108.750000,0,0
,664.000000,-74.250000,-114.250000,15,15
,665.000000,-74.250000,114.250000,15,15
,666.000000,69.750000,-122.250000,0,10
,667.000000,69.750000,122.250000,0,7
